,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot
1252,5,4,3,1,2,1,2,1,1,1
1253,5,3,3,1,3,1,1,2,1,1
1254,3,0,1,1,2,1,2,2,1,1
1255,2,2,1,1,3,1,2,2,1,1
1256,2,0,2,1,3,1,2,2,1,1
1257,3,2,1,1,3,1,2,2,2,1
1258,2,2,1,1,3,1,2,2,1,1
1259,5,3,3,1,3,1,1,2,1,1
1260,5,4,3,1,3,1,1,1,1,1
1261,1,0,2,1,2,1,2,2,1,1
1262,1,4,2,1,2,1,2,2,1,1
1263,5,4,3,1,3,1,2,1,1,1
1264,2,2,1,2,2,1,2,2,1,1
1265,0,5,2,1,2,1,2,2,1,1
1266,3,2,1,1,2,1,2,2,1,1
1267,2,2,1,1,3,1,2,2,1,1
1268,5,3,3,1,3,1,1,2,1,1
1269,5,4,3,1,3,1,1,1,1,1
1270,5,4,3,1,1,1,2,2,1,1
1271,5,4,3,1,3,1,2,1,1,1
1272,2,0,1,1,2,1,2,2,1,1
1273,4,2,0,1,2,1,2,2,2,1
1274,3,2,0,2,3,1,2,2,2,1
1275,2,0,1,1,3,1,1,2,1,1
1276,1,3,2,1,3,1,1,2,1,1
1277,5,3,3,1,2,1,1,2,1,1
1278,0,5,2,1,3,1,1,2,1,1
1279,5,4,3,1,2,1,2,1,1,1
1280,2,0,1,1,2,1,2,2,1,1
1281,3,2,0,2,2,3,2,2,2,1
1282,4,2,0,1,3,1,2,2,2,1
1283,2,2,0,2,3,1,2,2,2,1
1284,1,4,1,1,2,1,1,2,1,1
1285,5,4,3,1,3,1,1,2,1,1
1286,2,0,1,1,3,1,1,2,1,1
1287,2,4,2,1,3,1,1,2,1,1
1288,5,4,3,1,2,1,1,1,1,1
1289,0,5,2,1,3,1,1,2,1,1
1290,5,4,3,1,2,1,2,1,1,1
1291,2,4,2,1,1,1,2,2,1,1
1292,3,2,0,2,3,3,2,2,2,1
1293,4,2,1,1,2,1,2,2,2,1
1294,3,2,0,2,3,3,2,2,2,1
1295,1,3,1,1,2,1,1,2,1,1
1296,0,4,2,1,3,1,1,2,1,1
1297,2,0,2,1,3,1,2,2,1,1
1298,1,3,2,1,3,1,1,2,1,1
1299,5,4,3,1,3,1,1,1,1,1
1300,1,3,2,1,2,1,1,2,1,1
1301,5,4,3,1,2,1,2,1,1,1
1302,5,4,3,2,2,1,2,2,1,1
1303,3,2,0,2,2,3,2,2,2,1
1304,3,2,1,1,3,1,2,2,2,1
1305,3,2,0,2,2,3,2,2,2,1
1306,0,4,2,1,2,1,1,2,1,1
1307,3,0,1,1,3,1,2,2,1,1
1308,2,3,1,1,3,1,1,2,1,1
1309,5,4,3,1,2,1,1,1,1,1
1310,1,3,2,1,3,1,1,2,1,1
1311,5,4,3,1,3,1,2,2,1,1
1312,3,2,0,2,2,2,2,2,2,1
1313,3,0,1,1,2,1,2,2,1,1
1314,5,4,3,1,2,1,1,2,1,1
1315,3,0,2,2,2,1,2,2,1,1
1316,2,3,1,1,3,1,2,2,1,1
1317,5,4,3,1,2,1,1,1,1,1
1318,5,3,3,1,3,1,1,2,1,1
1319,2,4,2,1,3,1,1,2,1,1
1320,5,3,3,1,2,1,1,1,1,1
1321,3,2,0,2,2,2,2,2,2,1
1322,4,4,1,2,2,1,2,2,1,1
1323,2,4,1,1,3,1,1,2,1,1
1324,5,4,3,1,3,1,1,2,1,1
1325,2,4,2,1,3,1,2,2,1,1
1326,2,0,1,1,2,1,2,2,1,1
1327,5,0,3,1,3,1,1,1,1,1
1328,2,4,2,1,2,1,1,2,1,1
1329,5,4,3,1,2,1,1,1,1,1
1330,1,4,2,1,3,1,1,2,1,1
1331,5,4,3,1,2,1,2,1,1,1
1332,3,2,0,2,3,1,2,2,2,1
1333,4,0,1,2,2,1,2,2,1,1
1334,1,4,2,1,2,1,2,2,1,1
1335,2,0,1,1,2,1,2,2,1,1
1336,5,0,3,1,2,1,1,1,1,1
1337,0,5,2,1,3,1,1,2,1,1
1338,5,4,3,1,3,1,1,1,1,1
1339,2,0,2,1,3,1,1,2,1,1
1340,2,1,2,1,3,1,2,2,1,1
1341,2,4,2,1,3,1,1,2,1,1
1342,3,2,0,2,2,1,2,2,1,1
1343,4,0,1,1,2,1,2,2,1,1
1344,1,4,2,1,2,1,2,2,1,1
1345,2,0,1,1,1,1,2,2,1,1
1346,5,0,3,1,2,1,1,1,1,1
1347,5,4,3,1,2,1,1,1,1,1
1348,2,0,2,1,2,1,1,2,1,1
1349,2,1,2,1,3,1,2,2,1,1
1350,2,4,2,1,3,1,1,2,1,1
1351,5,4,3,1,1,1,2,2,1,1
1352,4,4,1,1,3,1,2,2,1,1
1353,5,4,3,1,3,1,1,1,1,1
1354,0,5,1,1,2,1,1,2,1,1
1355,2,1,2,1,2,1,2,2,1,1
1356,2,3,2,1,3,1,1,2,1,1
1357,2,0,1,2,3,2,1,2,1,1
1358,5,4,3,1,2,1,1,1,1,1
1359,1,3,2,1,3,1,1,2,1,1
1360,1,3,2,1,2,1,1,2,1,1
1361,2,1,2,1,2,1,2,2,1,1
1362,1,4,2,1,2,1,1,2,1,1
1363,3,0,1,1,2,1,2,2,1,1
1364,5,4,3,1,2,1,1,1,1,1
1365,1,4,2,1,3,1,1,2,1,1
1366,5,4,3,1,2,1,1,2,1,1
1367,2,4,2,1,3,1,2,2,1,1
1368,0,5,2,1,1,1,1,2,1,1
1369,3,0,2,1,2,1,2,2,1,1
1370,5,4,3,1,3,1,1,1,1,1
1371,5,4,3,1,3,1,1,1,1,1
1372,5,4,3,1,2,1,1,2,1,1
1373,5,4,3,1,2,1,1,2,1,1
1374,2,1,2,1,3,1,2,2,1,1
1375,3,0,1,2,2,1,2,2,1,1
1376,2,4,2,1,3,1,1,2,1,1
1377,5,4,3,1,1,1,1,1,1,1
1378,5,4,3,1,2,1,1,2,1,1
1379,5,4,3,1,2,1,1,2,1,1
1380,2,4,2,1,2,1,2,2,1,1
1381,5,4,3,1,2,2,2,2,1,1
1382,5,4,3,2,2,1,1,2,1,1
1383,2,3,2,1,3,1,1,2,1,1
1384,5,4,3,1,2,1,1,1,1,1
1385,5,4,3,2,2,1,1,2,1,1
1386,1,4,2,1,2,1,2,2,1,1
1387,5,3,3,1,2,1,1,2,1,1
1388,0,5,2,1,1,1,1,2,1,1
